Timestamp,Throughput
0.202709,927.436678
0.203305,929.635510
0.203850,932.057008
0.205286,930.409033
0.205795,932.968552
0.206293,935.564035
0.207408,935.356234
0.208564,934.966398
0.209594,935.140234
0.210717,934.902754
0.211714,935.222154
0.212201,937.791078
0.212703,940.277119
0.213769,940.268978
0.214321,942.510802
0.215802,940.679099
0.216894,940.553627
0.217395,942.984746
0.218394,943.248834
0.218987,945.262860
0.219473,947.724034
0.219979,950.090025
0.221039,950.058067
0.221537,952.438967
0.223035,950.521722
0.224566,948.495184
0.225629,948.461720
0.226114,950.847697
0.226667,952.940019
0.228221,950.834062
0.229223,951.038360
0.229730,953.293901
0.230231,955.561553
0.231225,955.778466
0.232239,955.910621
0.233741,954.048706
0.236018,949.081245
0.236517,951.303823
0.237029,953.468135
0.237569,955.512878
0.238616,955.510288
0.239635,955.619188
0.241124,953.867991
0.242114,954.094834
0.243554,952.561716
0.249783,932.809791
0.250411,934.465559
0.251807,933.255975
0.252486,934.707012
0.253580,934.614474
0.254050,936.824736
0.255088,936.931980
0.255607,938.940764
0.256058,941.191460
0.256565,943.229826
0.257099,945.161600
0.257596,947.219442
0.258164,949.009679
0.258637,951.140210
0.259787,950.778933
0.260773,951.017192
0.262239,949.513835
0.262695,951.673006
0.263262,953.424474
0.264206,953.800020
0.264725,955.708790
0.266247,954.000636
0.267774,952.295685
0.268270,954.261159
0.269747,952.743288
0.270310,954.459239
0.271808,952.878779
0.272295,954.845559
0.273827,953.156928
0.275124,952.299223
0.275672,954.033740
0.277373,951.786199
0.278534,951.410647
0.279572,951.456010
0.280590,951.566220
0.281654,951.522942
0.282200,953.223761
0.282716,955.020562
0.283223,956.844586
0.284734,955.277695
0.285735,955.429207
0.286750,955.536691
0.287218,957.462370
0.288212,957.629781
0.289701,956.158860
0.290218,957.901240
0.291747,956.308853
0.292714,956.564932
0.294232,955.029577
0.295730,953.571780
0.297216,952.169517
0.298747,950.637769
0.307128,927.951915
0.308235,927.863722
0.308751,929.550959
0.309741,929.808717
0.310314,931.315468
0.311352,931.421090
0.312471,931.287601
0.313057,932.738445
0.313574,934.389530
0.314102,936.001601
0.314611,937.666744
0.315162,939.200429
0.315686,940.808266
0.316233,942.344397
0.316731,944.019427
0.318328,942.425321
0.319810,941.184043
0.329244,917.253917
0.329773,918.814879
0.330257,920.495998
0.330838,921.900721
0.331408,923.332841
0.332998,921.927365
0.335232,918.767204
0.336363,918.651236
0.337358,918.906439
0.338913,917.639002
0.340031,917.563469
0.340549,919.105437
0.341069,920.633964
0.341572,922.206306
0.342608,922.338029
0.343620,922.531943
0.344637,922.709318
0.345830,922.417879
0.346842,922.610197
0.347344,924.155792
0.348380,924.278745
0.348923,925.704669
0.350026,925.646772
0.351522,924.551247
0.352534,924.734545
0.354072,923.540654
0.355695,922.137706
0.356236,923.545200
0.357705,922.547667
0.358229,923.988747
0.359298,924.023948
0.360118,924.697254
0.360622,926.177980
0.361184,927.504673
0.361706,928.931321
0.362189,930.453160
0.362695,931.911291
0.363214,933.335052
0.363737,934.740239
0.364267,936.127345
0.365295,936.228785
0.366307,936.373211
0.367297,936.571096
0.368320,936.684362
0.369805,935.627996
0.371326,934.489119
0.372330,934.654466
0.372822,936.104485
0.374364,934.918394
0.374875,936.312741
0.375399,937.669484
0.376871,936.659167
0.379095,933.803607
0.379596,935.205435
0.381186,933.928440
0.381696,935.299494
0.383223,934.182918
0.383697,935.633656
0.385810,933.102444
0.386278,934.560396
0.387745,933.603643
0.388776,933.699731
0.391240,930.375510
0.392319,930.365039
0.392817,931.732101
0.393507,932.639990
0.395123,931.354824
0.395644,932.656350
0.396643,932.828956
0.397133,934.196122
0.398140,934.344754
0.399182,934.411444
0.399683,935.741173
0.400174,937.092552
0.400676,938.413527
0.402154,937.452859
0.402633,938.820559
0.403117,940.173652
0.404629,939.131938
0.405618,939.306313
0.416639,916.860024
0.417199,918.027709
0.419654,915.039046
0.421366,913.695293
0.422497,913.615803
0.424063,912.600354
0.425669,911.505388
0.427301,910.365979
0.429067,908.949772
0.429601,910.147368
0.430679,910.189718
0.431783,910.180329
0.433460,908.964262
0.434574,908.935317
0.436207,907.825657
0.437271,907.904500
0.438881,906.851725
0.439399,908.057767
0.441016,906.996526
0.442640,905.927869
0.443255,906.927706
0.443832,908.000428
0.444372,909.148396
0.444925,910.265695
0.445515,911.303886
0.446078,912.397440
0.447084,912.580682
0.447651,913.657701
0.448224,914.721170
0.449193,914.974924
0.449972,915.612682
0.450541,916.674739
0.451641,916.656640
0.452804,916.510606
0.453338,917.636671
0.454413,917.667731
0.456132,916.401515
0.457351,916.144618
0.459005,915.022545
0.460867,913.495647
0.462616,912.204040
0.464019,911.601316
0.465908,910.051866
0.468202,907.728716
0.468868,908.571804
0.469489,909.500347
0.470107,910.430778
0.471252,910.341053
0.471834,911.337613
0.472976,911.251072
0.473536,912.285906
0.474100,913.310047
0.475807,912.134638
0.477490,911.013626
0.479165,909.915356
0.480796,908.909403
0.481957,908.793918
0.483642,907.696151
0.484246,908.629143
0.485387,908.552683
0.485969,909.522536
0.486533,910.524678
0.487106,911.505239
0.487680,912.484071
0.488789,912.458452
0.490423,911.458886
0.491587,911.333807
0.493278,910.236534
0.493867,911.177181
0.494427,912.167681
0.496175,910.968347
0.509804,888.577630
0.511110,888.262495
0.512398,887.982455
0.513069,888.769726
0.514272,888.634193
0.514845,889.588313
0.516507,888.661514
0.518154,887.767028
0.520512,885.666021
0.521061,886.652384
0.521633,887.597619
0.522208,888.535191
0.522770,889.492390
0.523348,890.421370
0.523863,891.454096
0.524432,892.394685
0.524954,893.411549
0.526090,893.384020
0.527139,893.503005
0.528809,892.572200
0.529333,893.577492
0.529899,894.510540
0.531012,894.518543
0.532108,894.555125
0.533720,893.727832
0.535347,892.879523
0.536450,892.907322
0.536985,893.879860
0.537514,894.860221
0.538046,895.834445
0.538590,896.786728
0.539132,897.738746
0.539683,898.676468
0.540244,899.593089
0.540798,900.521123
0.541373,901.411969
0.541928,902.333080
0.542475,903.267280
0.543008,904.221683
0.543563,905.138719
0.545295,904.098357
0.546515,903.908693
0.549921,900.129350
0.551106,900.008786
0.552822,899.023073
0.554003,898.912486
0.554580,899.780129
0.556331,898.745048
0.556891,899.637792
0.557472,900.494042
0.558657,900.373718
0.561323,897.879377
0.561870,898.783695
0.562653,899.311446
0.563860,899.159686
0.564503,899.906923
0.566577,898.377161
0.568500,897.098077
0.569809,896.791656
0.571618,895.702650
0.572221,896.507316
0.572823,897.309745
0.573405,898.142849
0.573969,899.002896
0.575739,897.975927
0.577429,897.079816
0.579234,896.011123
0.579763,896.917735
0.580327,897.769785
0.581528,897.635924
0.583461,896.375573
0.585516,894.937633
0.586750,894.759764
0.587359,895.534153
0.587906,896.402560
0.588585,897.067259
0.589198,897.830088
0.590905,896.929701
0.592098,896.811457
0.592730,897.541739
0.594126,897.116026
0.594724,897.895740
0.595321,898.674235
0.597065,897.724207
0.599633,895.547763
0.601354,894.647946
0.602548,894.534834
0.603684,894.507268
0.605337,893.716842
0.605950,894.463833
0.607092,894.427285
0.608197,894.447415
0.608775,895.239748
0.610754,893.977053
0.612467,893.109966
0.613039,893.907389
0.614170,893.888760
0.615369,893.773156
0.615998,894.482899
0.616601,895.229746
0.617853,895.034321
0.618427,895.820982
0.619621,895.708730
0.620269,896.385118
0.622041,895.439043
0.622619,896.214367
0.623845,896.055850
0.625750,894.925545
0.626427,895.555896
0.627080,896.217843
0.627670,896.968789
0.628330,897.617183
0.628941,898.335769
0.629551,899.053194
0.630335,899.521430
0.631483,899.470097
0.632053,900.240655
0.632605,901.035853
0.633760,900.971920
0.634913,900.910511
0.637222,899.215666
0.638275,899.298607
0.644262,892.493388
0.644813,893.282579
0.645385,894.039846
0.645948,894.808215
0.647612,894.053492
0.648144,894.863428
0.649802,894.117927
0.650343,894.912751
0.651412,894.978803
0.652013,895.687841
0.653617,895.019412
0.654180,895.778263
0.654742,896.536609
0.655262,897.350379
0.655787,898.157045
0.657407,897.466015
0.658572,897.396442
0.660982,895.636574
0.662654,894.886756
0.664251,894.239872
0.665389,894.213849
0.666579,894.116931
0.668378,893.207466
0.668942,893.948975
0.670647,893.166756
0.671161,893.973570
0.672259,894.000182
0.672795,894.775413
0.673337,895.539944
0.674369,895.652363
0.675992,894.980356
0.676588,895.671198
0.677682,895.699726
0.678753,895.760172
0.680287,895.211024
0.681916,894.538241
0.683019,894.557668
0.684625,893.920255
0.685146,894.699918
0.686182,894.806542
0.686716,895.566369
0.688300,894.958163
0.689178,895.269160
0.690662,894.793954
0.691251,895.477857
0.691817,896.190684
0.692338,896.960641
0.692878,897.705211
0.693391,898.482536
0.693894,899.272973
0.694448,899.995816
0.694961,900.769781
0.705795,888.359746
0.706345,889.084144
0.706897,889.804027
0.707562,890.381939
0.708119,891.093320
0.708687,891.790383
0.710333,891.131166
0.711385,891.219577
0.711913,891.963202
0.712490,892.643703
0.714090,892.044414
0.714639,892.758422
0.715700,892.831627
0.716797,892.860973
0.717312,893.613784
0.718324,893.746821
0.718865,894.465689
0.719408,895.180065
0.720367,895.377431
0.721409,895.469877
0.721934,896.204130
0.723548,895.587092
0.725089,895.062930
0.725605,895.803671
0.726673,895.864077
0.728284,895.255355
0.729331,895.341548
0.729879,896.038859
0.731075,895.940926
0.731619,896.642143
0.732184,897.315714
0.732753,897.983411
0.733279,898.702870
0.734842,898.152088
0.735370,898.866664
0.736406,898.960771
0.737966,898.415893
0.739052,898.448639
0.739565,899.177332
0.740565,899.312922
0.741042,900.083989
0.742162,900.073383
0.742677,900.795427
0.743721,900.875973
0.744248,901.580909
0.745805,901.040356
0.747401,900.453384
0.747885,901.207870
0.748386,901.941557
0.750058,901.263574
0.750609,901.934360
0.751636,902.031881
0.753175,901.517282
0.754999,900.663975
0.755569,901.307680
0.756119,901.974883
0.757337,901.844632
0.757929,902.459316
0.759076,902.412640
0.760183,902.414028
0.761063,902.684261
0.761632,903.323551
0.762201,903.961096
0.762758,904.612183
0.763967,904.489569
0.764493,905.175366
0.765753,904.991904
0.766368,905.569663
0.766921,906.221185
0.768023,906.223344
0.769572,905.697931
0.770116,906.357542
0.770660,907.014244
0.771213,907.660941
0.772756,907.143265
0.774660,906.204034
0.776257,905.627322
0.777804,905.112397
0.779330,904.623535
0.779935,905.203979
0.781073,905.165350
0.781649,905.777712
0.783238,905.216915
0.784290,905.277909
0.784802,905.961221
0.786421,905.367355
0.788716,904.001156
0.789822,904.001512
0.790388,904.619551
0.791478,904.636582
0.793083,904.066626
0.793645,904.686663
0.794760,904.675630
0.796357,904.116569
0.798357,903.104467
0.799913,902.598108
0.801497,902.061678
0.802043,902.694379
0.803191,902.649005
0.804822,902.062596
0.805904,902.092003
0.806465,902.704595
0.807031,903.310590
0.808095,903.359060
0.808642,903.984519
0.809175,904.624784
0.809730,905.240130
0.810283,905.856134
0.810799,906.513326
0.811357,907.122093
0.811881,907.768323
0.812394,908.426427
0.812966,909.017611
0.813527,909.619454
0.814054,910.259453
0.814599,910.877672
0.815148,911.490716
0.815699,912.101024
0.816259,912.700176
0.817874,912.120506
0.819542,911.484820
0.820117,912.064515
0.821676,911.551053
0.822243,912.138623
0.823313,912.167914
0.824322,912.265339
0.825427,912.254927
0.827043,911.681800
0.828564,911.214676
0.829111,911.820476
0.830325,911.691218
0.831912,911.153751
0.833073,911.084820
0.834163,911.092727
0.835722,910.589613
0.836319,911.135168
0.837449,911.099934
0.837978,911.718139
0.839037,911.759074
0.840639,911.211675
0.841693,911.258447
0.842248,911.845094
0.843333,911.858180
0.844884,911.367176
0.846523,910.784372
0.847572,910.837016
0.848971,910.514552
0.856364,903.821751
0.858768,902.455662
0.859336,903.023154
0.860109,903.373978
0.860812,903.797468
0.861523,904.212853
0.862271,904.588131
0.862980,905.003567
0.863667,905.441856
0.865527,904.651203
0.867158,904.103085
0.867721,904.668856
0.868279,905.238771
0.870549,904.027737
0.871665,904.017138
0.872804,903.983280
0.873337,904.576400
0.873908,905.129799
0.875022,905.120427
0.876894,904.328622
0.878637,903.672478
0.879223,904.207100
0.879741,904.811934
0.880296,905.377565
0.880817,905.976740
0.881342,906.571840
0.882472,906.544436
0.883063,907.069783
0.884717,906.504156
0.886391,905.920419
0.888052,905.352452
0.889670,904.829402
0.890201,905.413602
0.891849,904.861338
0.892392,905.431576
0.892951,905.984329
0.893513,906.533734
0.895124,906.019250
0.895643,906.611262
0.896202,907.161819
0.897891,906.568925
0.898423,907.144746
0.899034,907.641300
0.899565,908.216602
0.900110,908.778297
0.900697,909.295499
0.901212,909.885478
0.901793,910.408000
0.902353,910.951498
0.902912,911.495285
0.904561,910.939004
0.906122,910.473399
0.907217,910.476893
0.907741,911.052985
0.911381,908.511519
0.912428,908.564577
0.914045,908.051336
0.915138,908.059739
0.916165,908.133507
0.916670,908.723765
0.917180,909.309002
0.918233,909.355326
0.919870,908.824063
0.920386,909.400872
0.922023,908.871372
0.922531,909.454807
0.924186,908.908196
0.925288,908.906687
0.925818,909.465574
0.926347,910.026232
0.927419,910.052954
0.929066,909.515758
0.929614,910.054833
0.930632,910.133762
0.932273,909.604330
0.932811,910.152396
0.933885,910.176039
0.934932,910.226448
0.936075,910.183558
0.936629,910.712553
0.937166,911.258070
0.938252,911.268592
0.939881,910.753264
0.940416,911.298812
0.940964,911.831148
0.942624,911.285466
0.943706,911.301112
0.944769,911.333765
0.945828,911.370551
0.946369,911.906262
0.947452,911.919992
0.949141,911.350717
0.949703,911.864079
0.950237,912.404275
0.950785,912.929674
0.951330,913.457814
0.951885,913.975657
0.952454,914.479895
0.953032,914.974305
0.953578,915.498884
0.955221,914.971229
0.955764,915.497611
0.957370,915.006798
0.957923,915.522894
0.959045,915.493975
0.960162,915.470572
0.960719,915.980224
0.961803,915.988088
0.962493,916.370408
0.964097,915.882910
0.964687,916.358929
0.965251,916.860335
0.965801,917.372799
0.966333,917.902599
0.966859,918.438406
0.967385,918.971912
0.967921,919.496845
0.968440,920.036302
0.968995,920.541529
0.970704,919.951350
0.972398,919.376517
0.973772,919.106696
0.974830,919.134684
0.975354,919.666306
0.976940,919.196622
0.977509,919.684244
0.978045,920.203277
0.979656,919.710797
0.981201,919.281442
0.981755,919.781564
0.982272,920.315102
0.982806,920.832402
0.984599,920.171446
0.986484,919.427163
0.988166,918.874244
0.989223,918.902879
0.989768,919.407319
0.990800,919.459316
0.991335,919.971847
0.992933,919.497943
0.994507,919.047948
0.995068,919.535233
0.995588,920.058983
0.996627,920.103228
0.997149,920.625048
0.998215,920.643588
0.999799,920.185393
1.001729,919.410086
1.002268,919.913689
1.003374,919.896606
1.003921,920.391515
1.005569,919.877209
1.006666,919.868149
1.008018,919.626677
1.009088,919.642619
1.010113,919.698909
1.011707,919.238673
1.013272,918.805781
1.014308,918.853267
1.015371,918.876128
1.015963,919.325155
1.016525,919.800121
1.017076,920.285649
1.018178,920.271625
1.019285,920.253049
1.020333,920.287611
1.021911,919.845017
1.023146,919.712754
1.023673,920.215501
1.024912,920.078822
1.025486,920.539287
1.027078,920.085731
1.027601,920.591037
1.029389,919.962816
1.030476,919.963205
1.031011,920.455804
1.031564,920.931343
1.033288,920.363095
1.034030,920.669448
1.034574,921.151764
1.035112,921.639255
1.036168,921.665019
1.036709,922.148765
1.038295,921.703235
1.039943,921.204728
1.040982,921.245837
1.042037,921.272253
1.043127,921.268632
1.044712,920.827803
1.046294,920.391200
1.047907,919.929150
1.049511,919.475654
1.051093,919.042983
1.057424,914.486239
1.059130,913.957296
1.060702,913.545827
1.062252,913.154599
1.063844,912.727971
1.064416,913.177030
1.065489,913.195651
1.066033,913.667460
1.067740,913.143562
1.068265,913.630708
1.069375,913.617679
1.069928,914.079972
1.071566,913.615792
1.072099,914.094321
1.072627,914.577186
1.073195,915.024883
1.074245,915.061540
1.075912,914.573199
1.076430,915.061605
1.076974,915.527976
1.077532,915.982503
1.078103,916.424216
1.079665,916.025039
1.081247,915.609705
1.082325,915.621274
1.083453,915.591535
1.084503,915.626762
1.086153,915.156574
1.087258,915.146421
1.088878,914.703421
1.090496,914.262718
1.091736,914.140020
1.093340,913.713939
1.094933,913.297971
